filename,title,doi,journal,year,paper_type,battery_subfield,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,num_analysis_methods,num_ambiguities,has_yield,has_capacity,has_cycle_life
Yuan_et_al__-_2020_-_An_ultrastable_lithium_metal_anode_enabled_by_desi_reactions.json,An ultrastable lithium metal anode enabled by designed metal fluoride spansules,10.1126/sciadv.aaz3112,Science Advances,2020,materials_synthesis,anode,77.08,Good,2,9,6,13,5,7,2,0,False,True,True
Yuan_et_al__-_2022_-_The_abrupt_degradation_of_LiFePO4graphite_battery_reactions.json,The abrupt degradation of LiFePO4/graphite battery induced by electrode inhomogeneity,10.1016/j.ssi.2021.115832,Solid State Ionics,2022,research article,cathode,99.0,Excellent,3,10,5,16,5,9,1,2,False,True,True
Zafar_et_al__-_2017_-_Cathode_materials_for_rechargeable_aluminum_batter_reactions.json,Cathode materials for rechargeable aluminum batteries: current status and progress,10.1039/c7ta00282c,Journal of Materials Chemistry A,2017,review article,cathode,97.73,Excellent,1,4,2,2,1,1,1,2,False,False,False
Zalewska_-_2003_-_New_poly_acrylamide__based__polymer_in_salt__elect_reactions.json,New poly(acrylamide) based (polymer in salt) electrolytes: preparation and spectroscopic characterization,,Solid State Ionics,2003,research article,electrolyte (liquid/polymer),98.77,Excellent,4,8,2,9,4,6,1,2,True,False,False
Zeng_and_Li_-_2014_-_Innovative_application_of_ionic_liquid_to_separate_reactions.json,Innovative application of ionic liquid to separate Al and cathode materials from spent high-power lithium-ion batteries,10.1016/j.jhazmat.2014.02.001,Journal of Hazardous Materials,2014,materials_recycling,cathode,94.03,Excellent,2,5,5,6,2,4,2,2,False,False,False
Zeng_and_Zhu_-_2015_-_Surface_morphology__elastic_modulus_and_hardness_o_reactions.json,"Surface morphology, elastic modulus and hardness of thin film cathodes for Li-ion rechargeable batteries",10.1016/j.mechmat.2015.05.005,Mechanics of Materials,2015,materials science,cathode,98.89,Excellent,2,11,4,5,3,8,0,1,False,False,False
Zhang_-_2019_-_Anode-less_reactions.json,Anode-less,10.1038/s41560-019-0449-4,Nature Energy,2019,news & views commentary,anode,98.53,Excellent,2,7,4,4,1,1,1,1,False,False,True
Zhang_et_al__-_2017_-_A_tin-plated_copper_substrate_for_efficient_cyclin_reactions.json,A tin-plated copper substrate for efficient cycling of lithium metal in an anode-free rechargeable lithium battery,10.1016/j.electacta.2017.11.175,Electrochimica Acta,2017,research-article,anode,99.01,Excellent,1,14,4,5,4,7,1,2,False,False,False
Zhang_et_al__-_2017_-_Designing_flexible_2D_transition_metal_carbides_wi_reactions.json,Designing flexible 2D transition metal carbides with strain-controllable lithium storage,10.1073/pnas.1717219115,Proceedings of the National Academy of Sciences,2017,research-article,2D materials,81.69,Good,12,1,0,0,2,6,2,1,False,True,False
Zhang_et_al__-_2017_-_The_Detrimental_Effects_of_Carbon_Additives_in_Li__reactions.json,The Detrimental Effects of Carbon Additives in Li10GeP2S12-Based Solid-State Batteries,10.1021/acsami.7b11530,ACS Applied Materials & Interfaces,2017,research article,electrolyte (liquid/polymer),82.35,Good,1,8,6,6,4,4,1,2,False,False,True
Zhang_et_al__-_2018_-_Degradation_Mechanisms_at_the_Li_10_GeP_reactions.json,Degradation Mechanisms at the Li10GeP2S12/LiCoO2 Cathode Interface in an All-Solid-State Lithium-Ion Battery,10.1021/acsami.8b05132,ACS Applied Materials & Interfaces,2018,research article,solid-state electrolyte,83.12,Good,2,6,5,5,4,6,2,1,False,True,True
Zhang_et_al__-_2018_-_Lithiophilic-lithiophobic_gradient_interfacial_lay_reactions.json,Lithiophilic-lithiophobic gradient interfacial layer for a highly stable lithium metal anode,10.1038/s41467-018-06126-z,Nature Communications,2018,materials_synthesis,anode,76.71,Good,4,16,11,19,3,11,2,0,False,False,False
Zhang_et_al__-_2018_-_Two-Dimensional_GaN_An_Excellent_Electrode_Materi_reactions.json,Two-Dimensional GaN: An Excellent Electrode Material Providing Fast Ion Diffusion and High Storage Capacity for Li-Ion and Na-Ion Batteries,10.1021/acsami.8b15139,ACS Applied Materials & Interfaces,2018,computational study,anode,98.25,Excellent,1,4,0,0,8,13,1,0,False,True,False
Zhang_et_al__-_2019_-_Unsupervised_discovery_of_solid-state_lithium_ion__reactions.json,Unsupervised discovery of solid-state lithium ion conductors,10.1038/s41467-019-13214-1,Nature Communications,2019,research article,other/general,80.0,Good,4,4,0,0,0,0,1,0,False,False,False
Zhang_et_al__-_2020_-_Fundamentals_and_perspectives_in_developing_zinc-i_reactions.json,Fundamentals and perspectives in developing zinc-ion battery electrolytes: a comprehensive review,10.1039/d0ee02620d,Energy & Environmental Science,2020,review article,electrolyte (liquid/polymer),100.0,Excellent,0,0,0,0,3,6,0,0,False,False,False
Zhang_et_al__-_2020_-_Pressure-Driven_Interface_Evolution_in_Solid-State_reactions.json,Pressure-Driven Interface Evolution in Solid-State Lithium Metal Batteries,10.1016/j.xcrp.2019.100012,Cell Reports Physical Science,2020,research article,interface/interphase,90.48,Excellent,0,2,0,0,0,0,1,0,False,False,False
Zhang_et_al__-_2020_-_Recent_Advances_in_MXenes_for_Lithium-Ion_Capacito_reactions.json,Recent Advances in MXenes for Lithium-Ion Capacitors,10.1021/acsomega.9b03662,ACS Omega,2020,review article,2D materials,82.48,Good,5,14,9,9,4,4,10,2,False,False,False
Zhang_et_al__-_2021_-_A_Review_of_Emerging_Dual_Ion_Batteries_Fundament_reactions.json,A Review of Emerging Dual-Ion Batteries: Fundamentals and Recent Advances,10.1002/adfm.202010958,Advanced Functional Materials,2021,review,electrolyte (liquid/polymer),98.57,Excellent,2,7,3,3,3,4,0,1,False,False,False
Zhang_et_al__-_2021_-_Liquid_metal_batteries_for_future_energy_storage_reactions.json,Liquid metal batteries for future energy storage,10.1039/d1ee00531f,Energy & Environmental Science,2021,review,electrolyte (liquid/polymer),98.67,Excellent,3,7,1,1,6,13,0,1,False,False,False
Zhang_et_al__-_2021_-_Nanoscale_modelling_of_polymer_electrolytes_for_re_reactions.json,Nanoscale modelling of polymer electrolytes for rechargeable batteries,10.1016/j.ensm.2020.12.014,Energy Storage Materials,2021,review article,electrolyte (liquid/polymer),100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Zhang_et_al__-_2022_-_Compositionally_complex_doping_for_zero-strain_zer_reactions.json,Compositionally complex doping for zero-strain zero-cobalt layered cathodes,10.1038/s41586-022-05115-z,Nature,2022,materials synthesis,cathode,75.74,Good,6,13,8,10,5,8,0,3,False,True,False
Zhang_et_al__-_2022_-_Gallium_based_liquid_metals_for_lithium_ion_batter_reactions.json,Gallium ‐based liquid metals for lithium ‐ion batteries,10.1002/idm2.12042,Interdisciplinary Materials,2022,review_article,other/general,98.08,Excellent,3,3,3,3,1,3,0,3,False,True,True
Zhang_et_al__-_2022_-_MgAl_Saponite_as_a_Transition-Metal-Free_Anode_Mat_reactions.json,MgAl Saponite as a Transition-Metal-Free Anode Material for Lithium-Ion Batteries,10.1021/acsami.2c17932,ACS Applied Materials & Interfaces,2022,research-article,anode,99.32,Excellent,2,16,10,12,7,9,1,2,False,True,True
Zhang_et_al__-_2022_-_Rationally_Designed_Sodium_Chromium_Vanadium_Phosp_reactions.json,Rationally Designed Sodium Chromium Vanadium Phosphate Cathodes with Multi-Electron Reaction for Fast-Charging Sodium-Ion Batteries,10.1002/aenm.202201065,Advanced Energy Materials,2022,research article,solid-state electrolyte,98.51,Excellent,3,4,2,4,6,10,1,1,False,True,True
Zhang_et_al__-_2023_-_Long-life_lithium-ion_batteries_realized_by_low-Ni_reactions.json,"Long-life lithium-ion batteries realized by low-Ni, Co-free cathode chemistry",10.1038/s41560-023-01267-y,Nature Energy,2023,materials synthesis and electrochemistry,cathode,99.03,Excellent,1,12,5,7,6,6,1,2,False,True,True
Zhang_et_al__-_2024_-_Exploring_the_Relationship_between_Composition_and_reactions.json,Exploring the Relationship between Composition and Li-Ion Conductivity in the Amorphous Li−La−Zr−O System,10.1021/acsmaterialslett.3c01558,ACS Materials Letters,2024,computational materials study,solid-state electrolyte,93.83,Excellent,3,4,7,9,4,6,2,2,False,False,False
Zhao_and_Daemen_-_2012_-_Superionic_Conductivity_in_Lithium-Rich_Anti-Perov_reactions.json,Superionic Conductivity in Lithium-Rich Anti-Perovskites,10.1021/ja305709z,Journal of the American Chemical Society,2012,materials_synthesis,solid-state electrolyte,95.95,Excellent,3,6,4,6,3,13,1,3,False,False,False
Zhao_et_al__-_2015_-_Graphene_Oxide_Wrapped_Amorphous_Copper_Vanadium_O_reactions.json,Graphene Oxide Wrapped Amorphous Copper Vanadium Oxide with Enhanced Capacitive Behavior for High-Rate and Long-Life Lithium-Ion Battery Anodes,10.1002/advs.201500154,Advanced Science,2015,materials synthesis and electrochemistry,anode,97.22,Excellent,5,8,4,14,9,10,1,2,False,True,True
Zhong_et_al__-_2020_-_A_Highly_Efficient_All_Solid_State_LithiumElectro_reactions.json,A Highly Efficient All-Solid-State Lithium/Electrolyte Interface Induced by an Energetic Reaction,10.1002/anie.202004477,Angewandte Chemie International Edition,2020,materials synthesis and electrochemistry,solid-state electrolyte,98.77,Excellent,3,7,4,8,4,4,2,4,False,True,True
Zhou_et_al__-_2019_-_Na_3_V_2__PO_4____reactions.json,Na3V2(PO4)3 as the Sole Solid Energy Storage Material for Redox Flow Sodium-Ion Battery,10.1002/aenm.201901188,Advanced Energy Materials,2019,materials synthesis and electrochemical device assembly,solid-state electrolyte,81.18,Good,1,12,2,4,4,1,2,1,False,False,False
Zhou_et_al__-_2019_-_New_Family_of_Argyrodite_Thioantimonate_Lithium_Su_reactions.json,New Family of Argyrodite Thioantimonate Lithium Superionic Conductors,10.1021/jacs.9b08357,Journal of the American Chemical Society,2019,research article,solid-state electrolyte,84.34,Good,4,7,5,8,2,4,0,2,False,False,False
Zhou_et_al__-_2020_-_Symmetric_Sodium-Ion_Battery_Based_on_Dual-Electro_reactions.json,Symmetric Sodium-Ion Battery Based on Dual-Electron Reactions of NASICON-Structured Na3MnTi(PO4)3 Material,10.1021/acsami.0c05784,ACS Applied Materials & Interfaces,2020,materials synthesis and electrochemistry,solid-state electrolyte,98.92,Excellent,1,8,5,7,8,10,1,0,False,True,True
Zhou_et_al__-_2020_-_The_Current_Process_for_the_Recycling_of_Spent_Lit_reactions.json,The Current Process for the Recycling of Spent Lithium Ion Batteries,10.3389/fchem.2020.578044,Frontiers in Chemistry,2020,mini review,recycling,97.26,Excellent,4,7,4,4,0,0,1,2,False,False,False
Zhou_et_al__-_2021_-_Innovative_Approaches_to_Li-Argyrodite_Solid_Elect_reactions.json,Innovative Approaches to Li-Argyrodite Solid Electrolytes for All-Solid-State Lithium Batteries,10.1021/acs.accounts.0c00874,Accounts of Chemical Research,2021,review_article,solid-state electrolyte,97.73,Excellent,7,6,5,5,1,7,0,3,False,False,False
Zhou_et_al__-_2022_-_Lithium_Bromide-Induced_Organic-Rich_CathodeElect_reactions.json,Lithium Bromide-Induced Organic-Rich Cathode/Electrolyte Interphase for High-Voltage and Flame-Retardant All-Solid-State Lithium Batteries,10.1021/acsami.2c05016,ACS Applied Materials & Interfaces,2022,research article,solid-state electrolyte,98.48,Excellent,2,5,4,5,3,7,1,2,False,True,True
Zhou_et_al__-_2022_-_Modification_of_Cu_current_collectors_for_lithium__reactions.json,Modification of Cu current collectors for lithium metal batteries – A review,10.1016/j.pmatsci.2022.100996,Progress in Materials Science,2022,review,anode,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Zhou_et_al__-_2024_-_Healable_and_conductive_sulfur_iodide_for_solid-st_reactions.json,Healable and conductive sulfur iodide for solid-state Li–S batteries,10.1038/s41586-024-07101-z,Nature,2024,materials synthesis and electrochemistry,cathode,79.17,Good,2,10,5,6,5,7,1,2,False,True,True
Zhu_et_al__-_2014_-_Carbon-Coated_Na_3_V_2__PO__reactions.json,Carbon-Coated Na3V2(PO4)3 Embedded in Porous Carbon Matrix: An Ultrafast Na-Storage Cathode with the Potential of Outperforming Li Cathodes,10.1021/nl500548a,Nano Letters,2014,journal article,solid-state electrolyte,89.06,Good,1,5,3,3,5,13,3,1,False,True,True
Zhu_et_al__-_2015_-_Origin_of_Outstanding_Stability_in_the_Lithium_Sol_reactions.json,Origin of Outstanding Stability in the Lithium Solid Electrolyte Materials: Insights from Thermodynamic Analyses Based on First Principles Calculations,,,,computational study,solid-state electrolyte,100.0,Excellent,18,0,0,0,1,10,1,1,False,False,False
Zhu_et_al__-_2020_-_Single-atom-layer_traps_in_a_solid_electrolyte_for_reactions.json,Single-atom-layer traps in a solid electrolyte for lithium batteries,10.1038/s41467-020-15544-x,Nature Communications,2020,research-article,solid-state electrolyte,78.89,Good,1,5,8,8,7,7,3,3,False,False,False
Zhu_et_al__-_2021_-_An_unconventional_full_dual-cation_battery_reactions.json,An unconventional full dual-cation battery,10.1016/j.nanoen.2020.105539,Nano Energy,2021,research article,electrolyte (liquid/polymer),74.12,Acceptable,2,5,5,5,8,8,2,2,False,True,True
Zhu_et_al__-_2021_-_Concentrated_dual-cation_electrolyte_strategy_for__reactions.json,Concentrated dual-cation electrolyte strategy for aqueous zinc-ion batteries,10.1039/d1ee01472b,Energy & Environmental Science,2021,research_article,cathode,97.18,Excellent,2,6,2,2,6,7,2,1,False,True,True
Zimmer_et_al__-_2000_-_Charge_carrier_interactions_in_ionic_conductors_A_reactions.json,Charge carrier interactions in ionic conductors: A classical molecular-dynamics and Monte Carlo study on AgI,10.1063/1.481205,Journal of Chemical Physics,2000,computational study,other/general,93.33,Excellent,1,1,0,0,3,7,1,0,False,False,False
Zuo_et_al__-_2023_-_Layered_Oxide_Cathodes_for_Sodium-Ion_Batteries_S_reactions.json,"Layered Oxide Cathodes for Sodium-Ion Batteries: Storage Mechanism, Electrochemistry, and Techno-economics",10.1021/acs.accounts.2c00690,Accounts of Chemical Research,2023,review_article,cathode,98.28,Excellent,4,4,1,1,3,5,1,3,False,False,True
_ACSNano__Two-Dimensional_Vanadium_Carbide__MXene__as_a_High-Capacity_Cathode_Material_for_Rechargeable_Aluminum_Batteries-suppl_reactions.json,Two-Dimensional Vanadium Carbide (MXene) as a High Capacity Cathode Material for Rechargeable Aluminum Batteries,,,,supporting_information,cathode,94.87,Excellent,3,6,5,5,3,5,1,1,False,True,False
_AdvancedMaterials__HighNickel_NMA_reactions.json,High-Nickel NMA: A Cobalt-Free Alternative to NMC and NCA Cathodes for Lithium-Ion Batteries,10.1002/adma.202002718,Advanced Materials,2020,communication,cathode,99.27,Excellent,4,14,7,10,8,11,0,3,False,True,True
_BatteriesSupercaps__Designing_Lithium_Argyrodite_Solid_State_Electrolytes_for_High_Performance_reactions.json,Designing Lithium Argyrodite Solid-State Electrolytes for High-Performance All-Solid-State Lithium Batteries,10.1002/batt.202100288,Batteries & Supercaps,2022,review article,solid-state electrolyte,100.0,Excellent,1,3,2,2,1,1,0,1,False,False,False
_JECS__Lithium_Free_Thin_Film_Battery_with_In_Situ_Plated_Li_Anode_reactions.json,“Lithium‐Free” Thin‐Film Battery with In Situ Plated Li Anode,,Journal of The Electrochemical Society,2000,research article,solid-state electrolyte,99.09,Excellent,3,11,8,11,3,5,2,2,False,False,True
_PRL__First-Principles_Prediction_of_Potentials_and_Space-Charge_Layers_in_All-Solid-State_Batteries-suppl_reactions.json,Supplemental Material: First-principles prediction of potentials and space-charge layers in all-solid-state batteries,,,,computational study,solid-state electrolyte,98.08,Excellent,3,3,0,0,5,6,2,0,False,False,False
_vall_and_Johansson_-_2020_-_A_novel_approach_to_ligand-exchange_rates_applied__reactions.json,A novel approach to ligand-exchange rates applied to lithium-ion battery and sodium-ion battery electrolytes,10.1063/5.0005397,Journal of Chemical Physics,2020,computational study,Na-ion,97.37,Excellent,0,4,0,0,3,16,0,0,False,False,False
d3ta00940h1_reactions.json,,,Journal of Materials Chemistry A,2023,computational study,computational/ML,100.0,Excellent,3,0,0,0,0,0,1,0,False,False,False
de_Klerk_and_Wagemaker_-_2018_-_Space-Charge_Layers_in_All-Solid-State_Batteries___reactions.json,Space-Charge Layers in All-Solid-State Batteries; Important or Negligible?,10.1021/acsaem.8b01141,ACS Applied Energy Materials,2018,research article,solid-state electrolyte,100.0,Excellent,0,4,0,0,0,0,2,1,False,False,False
si_llzo_reactions.json,Native Defects and their Doping Response in the Lithium Solid Electrolyte Li7La3Zr2O12,,,,computational study,solid-state electrolyte,96.83,Excellent,1,10,0,0,2,7,1,1,False,False,False
zhu-et-al-2015-origin-of-outstanding-stability-in-the-lithium-solid-electrolyte-materials-insights-from-thermodynamicsup_reactions.json,Origin of Outstanding Stability in the Lithium Solid Electrolyte Materials: Insights from Thermodynamic Analyses Based on First Principles Calculations,,,,computational study,solid-state electrolyte,100.0,Excellent,13,0,0,0,1,1,2,0,False,False,False
