filename,title,doi,journal,year,raw_paper_type,paper_category,has_experimental_section,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,char_methods_normalized,tags
Xi_et_al__-_2017_-_Non-aqueous_lithium_bromine_battery_of_high_energy_reactions.json,Non-aqueous lithium bromine battery of high energy density with carbon coated membrane,10.1016/j.jechem.2017.04.013,Journal of Energy Chemistry,2017,research article,experimental_synthesis,True,98.15,Excellent,2,14,4,8,5,9,SEM|BET|EIS|Cyclic voltammetry|Galvanostatic cycling,flow battery|non-aqueous electrolyte|lithium bromine|carbon coated membrane
Xiao_et_al__-_2020_-_Understanding_interface_stability_in_solid-state_b_reactions.json,Understanding interface stability in solid-state batteries,10.1038/s41578-019-0157-5,Nature Reviews Materials,2019,review,review,False,100.0,Excellent,0,0,0,0,0,0,,solid-state batteries|interfaces|solid electrolytes
Xie_et_al__-_2019_-_Insights_into_Boron-Based_Polyanion-Tuned_High-Nic_reactions.json,Insights into Boron-Based Polyanion-Tuned High-Nickel Cathodes for High-Energy-Density Lithium-Ion Batteries,10.1021/acs.chemmater.9b02916,Chemistry of Materials,2019,materials_synthesis,experimental_synthesis,True,98.91,Excellent,2,10,4,9,5,8,SEM|XRD|TOF-SIMS|XPS|DSC,lithium-ion battery|high-nickel cathode|boron doping|layered oxide
Xie_et_al__-_2024_-_High-Throughput_Screening_of_Li_Solid-State_Electr_reactions.json,High-Throughput Screening of Li Solid-State Electrolytes with Bond Valence Methods and Machine Learning,10.1021/acs.chemmater.3c02841,Chemistry of Materials,2024,research article,computational,False,99.02,Excellent,20,0,0,0,3,4,Bond-Valence Kinetic Monte Carlo (BV-KMC)|Graph Neural Network (M3GNet)|Graph Convolutional Network (GCN) on BV graphs,solid-state electrolyte|machine learning|bond-valence|high-throughput screening
Xu_and_Zhu_-_2020_-_Anion_Charge_and_Lattice_Volume_Maps_for_Searching_reactions.json,Anion Charge and Lattice Volume Maps for Searching Lithium Superionic Conductors,10.1021/acs.chemmater.0c00993,Chemistry of Materials,2020,computational study,computational,True,90.7,Excellent,0,3,3,3,2,3,DFT calculation|Nudged Elastic Band (NEB),DFT|NEB|lithium ion migration|solid electrolytes
Xu_et_al__-_2008_-_A_review_of_processes_and_technologies_for_the_rec_reactions.json,A review of processes and technologies for the recycling of lithium-ion secondary batteries,10.1016/j.jpowsour.2007.11.074,Journal of Power Sources,2008,review,review,True,98.18,Excellent,2,4,3,3,2,6,Galvanostatic cycling|Galvanostatic cycling,lithium-ion batteries|recycling|hydrometallurgy
Xu_et_al__-_2018_-_Li_3_N-Modified_Garnet_Electrolyte_for__reactions.json,Li3N-Modified Garnet Electrolyte for All-Solid-State Lithium Metal Batteries Operated at 40 °C,10.1021/acs.nanolett.8b03902,Nano Letters,2018,research article,experimental_synthesis,True,87.32,Good,1,6,3,3,6,10,XRD|SEM|XPS|TOF-SIMS|EIS|EIS,solid-state battery|garnet electrolyte|Li3N coating
Xu_et_al__-_2018_-_Updated_Metal_Compounds__MOFs___S___OH___N___C__Us_reactions.json,"Updated Metal Compounds (MOFs, –S, –OH, –N, –C) Used as Cathode Materials for Lithium–Sulfur Batteries",10.1002/aenm.201702607,Advanced Energy Materials,2018,review article,review,True,97.92,Excellent,1,4,3,3,1,1,XPS,lithium–sulfur batteries|cathode materials|metal compounds
Xu_et_al__-_2019_-_Li_metal-free_rechargeable_all-solid-state_Li2SSi_reactions.json,Li metal-free rechargeable all-solid-state Li2S/Si battery based on Li7P3S11 electrolyte,10.1007/s10008-019-04409-z,Journal of Solid State Electrochemistry,2019,research-article,experimental_synthesis,True,79.79,Good,3,8,4,13,7,10,XRD|SEM|TEM|TEM|Cyclic voltammetry|Galvanostatic cycling|EIS,all-solid-state battery|sulfide electrolyte|Li2S cathode|silicon anode
Xu_et_al__-_2022_-_A_green_and_sustainable_strategy_toward_lithium_re_reactions.json,A green and sustainable strategy toward lithium resources recycling from spent batteries,10.1126/sciadv.abq7948,Science Advances,2022,materials_synthesis,experimental_synthesis,True,83.74,Good,4,12,7,15,6,10,SEM|Water contact angle|ICP|EIS|TGA|DFT calculation,LLZTO|solid electrolyte|P3HT coating|battery recycling
Xu_et_al__-_2023_-_Machine_learning_molecular_dynamics_simulation_ide_reactions.json,Machine learning molecular dynamics simulation identifying weakly negative effect of polyanion rotation on Li-ion migration,10.1038/s41524-023-01049-w,npj Computational Materials,2023,computational study,computational,False,98.39,Excellent,5,5,0,0,3,6,MLMD|MLMD|Helmholtz free energy surface analysis,solid-state electrolyte|MLMD|ionic conductivity|polyanion rotation
Yamada_et_al__-_2011_-_Lithium_ion_conduction_mechanism_in_LiInI4_studied_reactions.json,Lithium ion conduction mechanism in LiInI4 studied by single crystal 7Li NMR,10.1016/j.ssi.2011.02.020,Solid State Ionics,2011,inorganic solid-state synthesis and characterization,experimental_synthesis,True,98.53,Excellent,1,5,4,5,5,10,XRD|DSC|EIS|NMR|NMR,LiInI4|solid electrolyte|single crystal|NMR|ionic conductivity
Yamada_et_al__-_2014_-_Interfacial_phenomena_between_lithium_ion_conducto_reactions.json,Interfacial phenomena between lithium ion conductors and cathodes,10.1016/j.ssi.2013.10.001,Solid State Ionics,2014,research article,experimental_synthesis,True,99.0,Excellent,3,10,5,8,5,6,XRD|SEM|EIS|Ionic conductivity measurement|N2 sorption,solid electrolyte|nanocomposite|lithium ion conductivity
Yamane_et_al__-_2007_-_Crystal_structure_of_a_superionic_conductor__Li7P3_reactions.json,"Crystal structure of a superionic conductor, Li7P3S11",10.1016/j.ssi.2007.05.020,Solid State Ionics,2007,research article,experimental_synthesis,True,81.82,Good,1,6,2,2,2,10,XRD|Archimedes density measurement,superionic conductor|solid electrolyte|glass ceramics|crystal structure
Yan_-_2023_-_Symmetric_Cells_as_an_Analytical_Tool_for_Battery__reactions.json,"Symmetric Cells as an Analytical Tool for Battery Research: Assembly, Operation, and Data Analysis Strategies",10.1149/1945-7111/acaf42,Journal of The Electrochemical Society,2023,review,review,True,86.21,Good,2,8,7,7,2,0,EIS|Galvanostatic cycling,symmetric cell|battery|EIS|cell assembly
Yan_et_al__-_2020_-_A_review_on_dopingcoating_of_nickel-rich_cathode__reactions.json,A review on doping/coating of nickel-rich cathode materials for lithium-ion batteries,10.1016/j.jallcom.2019.153048,Journal of Alloys and Compounds,2020,review article,review,False,100.0,Excellent,0,0,0,0,1,1,SEM,nickel-rich cathode|doping|coating|lithium-ion batteries
Yan_et_al__-_2023_-_Hard-carbon-stabilized_Li_Si_anodes_for_high-perfo_reactions.json,Hard-carbon-stabilized Li–Si anodes for high-performance all-solid-state Li-ion batteries,10.1038/s41560-023-01279-8,Nature Energy,2023,materials_synthesis,experimental_synthesis,True,99.11,Excellent,3,13,5,6,5,6,XRD|SEM|XPS|BET|Ionic conductivity measurement,solid electrolyte|hard carbon|Li–Si alloy|all-solid-state battery
Yang_et_al__-_2012_-_High-Capacity_Micrometer-Sized_Li_2_S_P_reactions.json,High-Capacity Micrometer-Sized Li2S Particles as Cathode Materials for Advanced Rechargeable Lithium-Ion Batteries,10.1021/ja3052206,Journal of the American Chemical Society,2012,research article,experimental_synthesis,True,98.97,Excellent,3,11,4,7,4,8,SEM|Cyclic voltammetry|EIS|XRD,battery|cathode|Li2S|lithium-ion
Yang_et_al__-_2015_-_Exploring_the_possibilities_of_two-dimensional_tra_reactions.json,Exploring the possibilities of two-dimensional transition metal carbides as anode materials for sodium batteries,10.1039/c4cp05140h,Physical Chemistry Chemical Physics,2015,computational study,computational,False,97.96,Excellent,9,0,0,0,0,0,,DFT|MXene|sodium ion battery|anode
Yang_et_al__-_2016_-_Elastic_Properties__Defect_Thermodynamics__Electro_reactions.json,"Elastic Properties, Defect Thermodynamics, Electrochemical Window, Phase Stability, and Li+ Mobility of Li3PS4: Insights from First-Principles Calculations",10.1021/acsami.6b06754,ACS Applied Materials & Interfaces,2016,computational study,computational,False,97.56,Excellent,2,5,0,0,0,0,,solid electrolyte|Li3PS4|first-principles calculations|ionic conductivity
Yang_et_al__-_2017_-_Predicting_point_defect_equilibria_across_oxide_he_reactions.json,Predicting point defect equilibria  across oxide hetero-interfaces: model system of ZrO2/Cr2O3,,Physical Chemistry Chemical Physics,2016,computational study,computational,False,96.77,Excellent,1,2,0,0,2,4,DFT calculation|Density-Functional Perturbation Theory (DFPT),point defects|oxide interface|continuum model|molecular dynamics|DFT
Yang_et_al__-_2019_-_Aqueous_Li-ion_battery_enabled_by_halogen_conversi_reactions.json,Aqueous Li-ion battery enabled by halogen conversion–intercalation chemistry in graphite,10.1038/s41586-019-1175-6,Nature,2019,materials synthesis and electrochemistry,experimental_synthesis,True,76.98,Good,4,13,6,6,7,9,Cyclic voltammetry|Galvanostatic cycling|GITT|EIS|Raman spectroscopy|XRD|XANES/EXAFS,graphite intercalation compound|aqueous lithium-ion battery|halogen conversion–intercalation|water-in-salt electrolyte
Yang_et_al__-_2020_-_Holey_graphite_A_promising_anode_material_with_ul_reactions.json,Holey graphite: A promising anode material with ultrahigh storage for lithium-ion battery,10.1016/j.electacta.2020.136244,Electrochimica Acta,2020,computational study,computational,False,86.0,Good,4,3,0,0,3,7,DFT calculation|DFT calculation|CI-NEB,lithium-ion battery|graphite anode|holey graphite|first-principles calculation
Yang_et_al__-_2022_-_Unravelling_capacity_fading_mechanisms_in_sodium_v_reactions.json,Unravelling capacity fading mechanisms in sodium vanadyl phosphate for aqueous sodium-ion batteries,10.1016/j.jcis.2022.07.108,Journal of Colloid and Interface Science,2022,materials_synthesis,experimental_synthesis,True,96.8,Excellent,3,12,10,14,4,7,TEM|XRD|Galvanostatic cycling|Galvanostatic cycling,NASICON|aqueous sodium-ion battery|capacity fading|iron doping
Yazdani_et_al__-_2021_-_Heterointerface_Effects_on_Lithium-Induced_Phase_T_reactions.json,Heterointerface Effects on Lithium-Induced Phase Transitions in Intercalated MoS2,10.1021/acsami.0c21495,ACS Applied Materials & Interfaces,2021,materials synthesis and electrochemical study,experimental_synthesis,True,78.05,Good,1,17,8,20,2,5,Raman spectroscopy|Optical microscopy (in situ),MoS2|hBN|heterostructure|lithium intercalation|phase transition
Yi_et_al__-_2015_-_Facile_in_Situ_Preparation_of_Graphitic-C_3_reactions.json,Facile in Situ Preparation of Graphitic-C3N4@carbon Paper As an Efficient Metal-Free Cathode for Nonaqueous Li−O2 Battery,10.1021/acsami.5b01727,ACS Applied Materials & Interfaces,2015,research article,experimental_synthesis,True,97.83,Excellent,2,9,5,5,5,5,XRD|SEM|Raman spectroscopy|XPS|Galvanostatic discharge/charge,Li-O2 battery|cathode synthesis|graphitic carbon nitride|metal-free catalyst
Yu_and_Manthiram_-_2018_-_Electrode_electrolyte_interfaces_in_lithium-based__reactions.json,Electrode–electrolyte interfaces in lithium-based batteries,10.1039/c7ee02555f,Energy & Environmental Science,2018,review,review,True,100.0,Excellent,1,3,1,3,1,1,TEM,lithium batteries|electrode–electrolyte interface|solid-state electrolytes
Yu_and_Manthiram_-_2019_-_Sodium-Sulfur_Batteries_with_a_Polymer-Coated_NASI_reactions.json,Sodium-Sulfur Batteries with a Polymer-Coated NASICON-type Sodium-Ion Solid Electrolyte,10.1016/j.matt.2019.03.008,Matter,2019,materials_synthesis_and_battery_assembly,experimental_synthesis,True,94.29,Excellent,5,17,6,23,5,8,XRD|SEM|FTIR|NMR|EIS,sodium-sulfur battery|solid electrolyte|polymer coating|NASICON|PIN polymer
Yu_and_Siegel_-_2017_-_Grain_Boundary_Contributions_to_Li-Ion_Transport_i_reactions.json,Grain Boundary Contributions to Li-Ion Transport in the Solid Electrolyte Li7La3Zr2O12 (LLZO),10.1021/acs.chemmater.7b02805,Chemistry of Materials,2017,computational study,computational,True,98.41,Excellent,1,5,5,5,2,8,DFT calculation|Monte Carlo simulation,solid electrolyte|LLZO|grain boundaries|molecular dynamics|Monte Carlo
Yu_and_Siegel_-_2022_-_Atomic_Scal_reactions.json,Atomic Scale Simulations of the Solid Electrolyte Li7La3Zr2O12,,,2018,PhD Dissertation,other,True,85.71,Good,1,8,4,4,4,10,DFT calculation|DFT calculation|DFT calculation|DFT calculation,solid electrolyte|LLZO|DFT|molecular dynamics|grain boundary|ionic conductivity|electrochemical window
Yu_and_Siegel_-_Grain_Boundary_Contributions_to_Li-ion_Transport_i_reactions.json,Grain Boundary Contributions to Li-ion Transport in the Solid Electrolyte Li7La3Zr2O12 (LLZO),,,,supporting_information,supporting_info,True,98.39,Excellent,1,5,4,4,3,54,DFT calculation|Element counting in simulation cells|Structural parameters of GB cells,solid electrolyte|LLZO|grain boundary|molecular dynamics|lithium ion transport
Yu_et_al__-_2019_-_Flexible_Stable_Solid-State_Al-Ion_Batteries_reactions.json,Flexible Stable Solid-State Al-Ion Batteries,10.1002/adfm.201806799,Advanced Functional Materials,2019,research article,experimental_synthesis,True,98.96,Excellent,1,8,5,5,9,14,Raman spectroscopy|NMR|FT-IR|SEM|Cyclic voltammetry|Cyclic voltammetry|EIS|Steady-state current measurement|Battery cycling test,aluminum-ion battery|gel polymer electrolyte|solid-state battery|flexible energy storage
Yu_et_al__-_2020_-_Tuning_ionic_conductivity_and_electrode_compatibil_reactions.json,Tuning ionic conductivity and electrode compatibility of Li3YBr6 for high-performance all solid-state Li batteries,10.1016/j.nanoen.2020.105097,Nano Energy,2020,research-article,experimental_synthesis,True,76.25,Good,2,9,2,3,5,8,EIS|EIS|NMR|Neutron diffraction|XANES/EXAFS,solid electrolyte|Li3YBr6|ionic conductivity|all-solid-state battery
Yuan_et_al__-_2020_-_An_ultrastable_lithium_metal_anode_enabled_by_desi_reactions.json,An ultrastable lithium metal anode enabled by designed metal fluoride spansules,10.1126/sciadv.aaz3112,Science Advances,2020,materials_synthesis,experimental_synthesis,True,77.08,Good,2,9,6,13,5,7,XRD|SEM|TEM|ICP|TEM,metal fluoride spansules|lithium metal anode|core-shell microcubes
Yuan_et_al__-_2022_-_The_abrupt_degradation_of_LiFePO4graphite_battery_reactions.json,The abrupt degradation of LiFePO4/graphite battery induced by electrode inhomogeneity,10.1016/j.ssi.2021.115832,Solid State Ionics,2022,research article,experimental_synthesis,True,99.0,Excellent,3,10,5,16,5,9,XPS|Raman spectroscopy|SEM|Galvanostatic cycling|Coin cell capacity testing,lithium-ion batteries|LiFePO4|graphite|electrode homogeneity|abrupt degradation
Zafar_et_al__-_2017_-_Cathode_materials_for_rechargeable_aluminum_batter_reactions.json,Cathode materials for rechargeable aluminum batteries: current status and progress,10.1039/c7ta00282c,Journal of Materials Chemistry A,2017,review article,review,True,97.73,Excellent,1,4,2,2,1,1,TEM,rechargeable aluminum batteries|cathode materials|ionic liquids
Zalewska_-_2003_-_New_poly_acrylamide__based__polymer_in_salt__elect_reactions.json,New poly(acrylamide) based (polymer in salt) electrolytes: preparation and spectroscopic characterization,,Solid State Ionics,2003,research article,experimental_synthesis,True,98.77,Excellent,4,8,2,9,4,6,EIS|DSC|FTIR|MALDI-ToF mass spectrometry,polymer electrolyte|lithium batteries|poly(acrylamide)|polymer-in-salt
Zeng_and_Li_-_2014_-_Innovative_application_of_ionic_liquid_to_separate_reactions.json,Innovative application of ionic liquid to separate Al and cathode materials from spent high-power lithium-ion batteries,10.1016/j.jhazmat.2014.02.001,Journal of Hazardous Materials,2014,materials_recycling,experimental_synthesis,True,94.03,Excellent,2,5,5,6,2,4,ICP|XRD,lithium-ion batteries|ionic liquid|aluminum recovery|cathode recycling
Zeng_and_Zhu_-_2015_-_Surface_morphology__elastic_modulus_and_hardness_o_reactions.json,"Surface morphology, elastic modulus and hardness of thin film cathodes for Li-ion rechargeable batteries",10.1016/j.mechmat.2015.05.005,Mechanics of Materials,2015,materials science,other,True,98.89,Excellent,2,11,4,5,3,8,SEM|AFM|Nanoindentation,thin film|cathode|Li-ion battery
Zhang_-_2019_-_Anode-less_reactions.json,Anode-less,10.1038/s41560-019-0449-4,Nature Energy,2019,news & views commentary,perspective,True,98.53,Excellent,2,7,4,4,1,1,SEM,lithium-ion batteries|anode-free|dual-salt electrolyte
Zhang_et_al__-_2017_-_A_tin-plated_copper_substrate_for_efficient_cyclin_reactions.json,A tin-plated copper substrate for efficient cycling of lithium metal in an anode-free rechargeable lithium battery,10.1016/j.electacta.2017.11.175,Electrochimica Acta,2017,research-article,experimental_synthesis,True,99.01,Excellent,1,14,4,5,4,7,XRD|SEM|EDX/EDS|EIS,lithium battery|electroless tin plating|current collector modification
